Actual,Predicted,Mean Absolute Error
63.0,63.05,-0.04999999999999716
48.0,48.03,-0.030000000000001137
69.0,69.06,-0.060000000000002274
63.0,63.16,-0.1599999999999966
60.0,59.7,0.29999999999999716
77.0,77.0,0.0
52.0,52.0,0.0
56.0,56.0,0.0
22.0,22.26,-0.26000000000000156
53.0,53.03,-0.030000000000001137
77.0,77.0,0.0
89.0,89.0,0.0
71.0,70.53,0.46999999999999886
60.0,59.98,0.020000000000003126
64.0,63.5,0.5
55.0,55.07,-0.07000000000000028
75.0,75.0,0.0
55.0,55.29,-0.28999999999999915
88.0,88.0,0.0
81.0,74.35,6.650000000000006
46.0,40.97,5.030000000000001
30.0,30.42,-0.4200000000000017
73.0,73.0,0.0
75.0,74.78,0.21999999999999886
82.0,82.0,0.0
60.0,60.14,-0.14000000000000057
39.0,38.85,0.14999999999999858
70.0,70.0,0.0
57.0,57.13,-0.13000000000000256
83.0,83.0,0.0
64.0,63.99,0.00999999999999801
70.0,70.0,0.0
29.0,29.09,-0.08999999999999986
53.0,52.97,0.030000000000001137
65.0,65.0,0.0
54.0,54.0,0.0
74.0,74.0,0.0
74.0,74.0,0.0
30.0,29.69,0.3099999999999987
52.0,51.98,0.020000000000003126
74.0,72.13,1.8700000000000045
60.0,59.95,0.04999999999999716
27.0,36.76,-9.759999999999998
58.0,57.98,0.020000000000003126
58.0,58.15,-0.14999999999999858
73.0,73.0,0.0
57.0,56.96,0.03999999999999915
61.0,60.26,0.740000000000002
68.0,68.0,0.0
56.0,55.89,0.10999999999999943
63.0,63.0,0.0
47.0,47.14,-0.14000000000000057
83.0,83.0,0.0
52.0,51.91,0.09000000000000341
34.0,34.19,-0.18999999999999773
42.0,43.83,-1.8299999999999983
82.0,82.0,0.0
64.0,63.7,0.29999999999999716
71.0,70.97,0.030000000000001137
60.0,59.85,0.14999999999999858
51.0,43.52,7.479999999999997
82.0,82.0,0.0
27.0,26.69,0.3099999999999987
34.0,34.33,-0.3299999999999983
58.0,57.87,0.13000000000000256
70.0,69.93,0.06999999999999318
53.0,52.21,0.7899999999999991
49.0,48.87,0.13000000000000256
71.0,70.42,0.5799999999999983
86.0,86.01,-0.010000000000005116
41.0,40.79,0.21000000000000085
67.0,67.0,0.0
68.0,67.99,0.010000000000005116
41.0,41.32,-0.3200000000000003
18.0,20.76,-2.7600000000000016
79.0,79.0,0.0
51.0,50.97,0.030000000000001137
71.0,71.0,0.0
63.0,62.91,0.09000000000000341
75.0,75.0,0.0
35.0,34.84,0.1599999999999966
72.0,71.99,0.010000000000005116
76.0,76.02,-0.01999999999999602
20.0,21.81,-1.8099999999999987
82.0,82.0,0.0
52.0,51.82,0.17999999999999972
45.0,45.14,-0.14000000000000057
93.0,93.43,-0.4300000000000068
78.0,78.95,-0.9500000000000028
61.0,60.97,0.030000000000001137
49.0,49.26,-0.259999999999998
40.0,39.82,0.17999999999999972
22.0,26.79,-4.789999999999999
76.0,76.0,0.0
52.0,51.87,0.13000000000000256
58.0,58.0,0.0
67.0,67.0,0.0
49.0,49.25,-0.25
76.0,74.89,1.1099999999999994
56.0,55.67,0.3299999999999983
67.0,67.04,-0.04000000000000625
81.0,80.6,0.4000000000000057
91.0,91.0,0.0
80.0,80.0,0.0
76.0,76.0,0.0
78.0,78.0,0.0
49.0,48.86,0.14000000000000057
60.0,59.89,0.10999999999999943
42.0,42.07,-0.07000000000000028
58.0,58.0,0.0
35.0,35.01,-0.00999999999999801
79.0,79.01,-0.010000000000005116
77.0,77.0,0.0
58.0,57.97,0.030000000000001137
79.0,79.0,0.0
54.0,54.08,-0.0799999999999983
92.0,92.01,-0.010000000000005116
40.0,40.08,-0.0799999999999983
55.0,55.05,-0.04999999999999716
54.0,53.89,0.10999999999999943
68.0,67.2,0.7999999999999972
52.0,51.7,0.29999999999999716
76.0,75.82,0.18000000000000682
44.0,44.01,-0.00999999999999801
83.0,83.0,0.0
80.0,80.37,-0.37000000000000455
56.0,52.37,3.6300000000000026
49.0,47.2,1.7999999999999972
41.0,41.16,-0.1599999999999966
67.0,66.84,0.1599999999999966
57.0,56.91,0.09000000000000341
47.0,46.97,0.030000000000001137
67.0,67.0,0.0
65.0,65.0,0.0
51.0,50.96,0.03999999999999915
46.0,45.98,0.020000000000003126
84.0,84.0,0.0
45.0,45.12,-0.11999999999999744
76.0,76.0,0.0
87.0,87.0,0.0
83.0,83.0,0.0
43.0,42.79,0.21000000000000085
21.0,22.03,-1.0300000000000011
68.0,27.1,40.9
28.0,27.2,0.8000000000000007
23.0,23.08,-0.0799999999999983
67.0,67.0,0.0
26.0,25.71,0.28999999999999915
90.0,90.0,0.0
56.0,56.86,-0.8599999999999994
46.0,45.71,0.28999999999999915
91.0,91.0,0.0
54.0,53.95,0.04999999999999716
61.0,60.72,0.28000000000000114
53.0,52.92,0.0799999999999983
89.0,88.91,0.09000000000000341
45.0,44.98,0.020000000000003126
25.0,24.9,0.10000000000000142
89.0,88.93,0.06999999999999318
77.0,77.0,0.0
59.0,58.98,0.020000000000003126
55.0,54.93,0.07000000000000028
32.0,31.97,0.030000000000001137
64.0,63.89,0.10999999999999943
28.0,28.17,-0.1700000000000017
32.0,31.94,0.05999999999999872
82.0,82.0,0.0
64.0,63.56,0.4399999999999977
61.0,61.0,0.0
79.0,79.0,0.0
97.0,93.41,3.5900000000000034
32.0,32.09,-0.09000000000000341
35.0,34.68,0.3200000000000003
61.0,60.89,0.10999999999999943
55.0,55.08,-0.0799999999999983
43.0,43.4,-0.3999999999999986
59.0,59.0,0.0
39.0,38.85,0.14999999999999858
77.0,77.0,0.0
42.0,41.93,0.07000000000000028
54.0,53.14,0.8599999999999994
47.0,47.07,-0.07000000000000028
62.0,61.93,0.07000000000000028
68.0,67.96,0.04000000000000625
29.0,29.35,-0.3500000000000014
52.0,52.01,-0.00999999999999801
57.0,55.73,1.2700000000000031
68.0,67.91,0.09000000000000341
94.0,93.98,0.01999999999999602
47.0,47.18,-0.17999999999999972
71.0,70.91,0.09000000000000341
74.0,74.0,0.0
69.0,69.0,0.0
39.0,38.97,0.030000000000001137
39.0,39.68,-0.6799999999999997
35.0,34.91,0.09000000000000341
43.0,43.62,-0.6199999999999974
44.0,44.19,-0.18999999999999773
56.0,56.0,0.0
64.0,64.36,-0.35999999999999943
67.0,67.0,0.0
39.0,39.01,-0.00999999999999801
52.0,52.25,-0.25
64.0,64.0,0.0
58.0,58.78,-0.7800000000000011
35.0,35.01,-0.00999999999999801
87.0,87.0,0.0
72.0,72.0,0.0
77.0,75.83,1.1700000000000017
51.0,51.03,-0.030000000000001137
81.0,81.0,0.0
56.0,55.85,0.14999999999999858
32.0,32.17,-0.1700000000000017
83.0,83.0,0.0
48.0,47.79,0.21000000000000085
80.0,78.92,1.0799999999999983
25.0,25.57,-0.5700000000000003
51.0,51.0,0.0
79.0,79.0,0.0
55.0,54.98,0.020000000000003126
47.0,47.0,0.0
41.0,41.02,-0.020000000000003126
70.0,69.9,0.09999999999999432
59.0,59.22,-0.21999999999999886
69.0,68.99,0.010000000000005116
45.0,45.26,-0.259999999999998
85.0,85.07,-0.06999999999999318
51.0,50.93,0.07000000000000028
56.0,56.01,-0.00999999999999801
37.0,36.73,0.2700000000000031
41.0,41.01,-0.00999999999999801
64.0,64.0,0.0
45.0,45.01,-0.00999999999999801
26.0,26.22,-0.21999999999999886
70.0,70.0,0.0
65.0,65.0,0.0
50.0,49.52,0.4799999999999969
76.0,76.03,-0.030000000000001137
26.0,25.27,0.7300000000000004
26.0,25.75,0.25
36.0,36.29,-0.28999999999999915
26.0,24.22,1.7800000000000011
36.0,36.06,-0.060000000000002274
27.0,27.01,-0.010000000000001563
41.0,41.3,-0.29999999999999716
55.0,55.3,-0.29999999999999716
65.0,65.0,0.0
37.0,36.89,0.10999999999999943
94.0,93.81,0.18999999999999773
70.0,70.0,0.0
56.0,56.01,-0.00999999999999801
61.0,60.76,0.240000000000002
90.0,90.0,0.0
64.0,64.0,0.0
59.0,59.16,-0.1599999999999966
80.0,80.2,-0.20000000000000284
44.0,44.68,-0.6799999999999997
52.0,52.0,0.0
51.0,57.89,-6.890000000000001
64.0,64.0,0.0
78.0,78.0,0.0
62.0,62.05,-0.04999999999999716
47.0,41.96,5.039999999999999
89.0,88.9,0.09999999999999432
41.0,40.96,0.03999999999999915
59.0,59.0,0.0
85.0,84.6,0.4000000000000057
71.0,70.95,0.04999999999999716
51.0,40.36,10.64
61.0,60.89,0.10999999999999943
44.0,43.99,0.00999999999999801
59.0,58.95,0.04999999999999716
33.0,33.52,-0.5200000000000031
42.0,41.95,0.04999999999999716
72.0,71.58,0.4200000000000017
61.0,60.94,0.060000000000002274
46.0,45.65,0.3500000000000014
43.0,43.02,-0.020000000000003126
29.0,29.23,-0.23000000000000043
64.0,64.05,-0.04999999999999716
76.0,76.21,-0.20999999999999375
56.0,56.1,-0.10000000000000142
42.0,42.15,-0.14999999999999858
68.0,68.42,-0.4200000000000017
50.0,49.76,0.240000000000002
23.0,23.04,-0.03999999999999915
77.0,77.24,-0.23999999999999488
24.0,23.76,0.23999999999999844
77.0,77.25,-0.25
57.0,51.94,5.060000000000002
72.0,72.35,-0.3499999999999943
38.0,38.27,-0.2700000000000031
59.0,59.01,-0.00999999999999801
62.0,61.92,0.0799999999999983
58.0,57.8,0.20000000000000284
84.0,84.0,0.0
59.0,58.99,0.00999999999999801
27.0,27.12,-0.120000000000001
56.0,55.69,0.3100000000000023
61.0,61.0,0.0
62.0,61.11,0.8900000000000006
85.0,85.0,0.0
52.0,51.77,0.22999999999999687
29.0,35.94,-6.939999999999998
64.0,64.0,0.0
47.0,46.68,0.3200000000000003
46.0,46.7,-0.7000000000000028
62.0,62.03,-0.030000000000001137
64.0,63.23,0.7700000000000031
82.0,82.0,0.0
80.0,80.0,0.0
35.0,35.34,-0.3400000000000034
65.0,65.0,0.0
31.0,31.6,-0.6000000000000014
67.0,67.0,0.0
47.0,47.02,-0.020000000000003126
56.0,54.62,1.3800000000000026
68.0,68.01,-0.010000000000005116
59.0,59.0,0.0
86.0,86.0,0.0
63.0,63.0,0.0
75.0,75.13,-0.12999999999999545
76.0,76.0,0.0
68.0,68.0,0.0
61.0,60.99,0.00999999999999801
76.0,76.0,0.0
33.0,33.01,-0.00999999999999801
59.0,58.87,0.13000000000000256
34.0,34.29,-0.28999999999999915
52.0,52.0,0.0
84.0,84.29,-0.29000000000000625
42.0,41.72,0.28000000000000114
43.0,42.39,0.6099999999999994
72.0,72.0,0.0
87.0,87.0,0.0
50.0,49.93,0.07000000000000028
98.0,97.95,0.04999999999999716
82.0,81.95,0.04999999999999716
81.0,81.0,0.0
60.0,60.0,0.0
59.0,59.07,-0.07000000000000028
39.0,39.0,0.0
67.0,66.65,0.3499999999999943
65.0,65.0,0.0
57.0,56.97,0.030000000000001137
71.0,70.82,0.18000000000000682
75.0,75.0,0.0
72.0,71.85,0.15000000000000568
63.0,63.22,-0.21999999999999886
75.0,75.0,0.0
61.0,60.92,0.0799999999999983
23.0,23.29,-0.28999999999999915
70.0,69.73,0.269999999999996
75.0,75.03,-0.030000000000001137
75.0,75.0,0.0
88.0,88.18,-0.18000000000000682
52.0,51.95,0.04999999999999716
84.0,84.0,0.0
58.0,58.64,-0.6400000000000006
69.0,69.0,0.0
70.0,70.66,-0.6599999999999966
24.0,23.37,0.629999999999999
91.0,91.01,-0.010000000000005116
84.0,84.01,-0.010000000000005116
60.0,59.77,0.22999999999999687
76.0,75.94,0.060000000000002274
79.0,79.0,0.0
59.0,59.12,-0.11999999999999744
80.0,75.51,4.489999999999995
60.0,60.15,-0.14999999999999858
51.0,51.03,-0.030000000000001137
84.0,82.87,1.1299999999999955
40.0,40.16,-0.1599999999999966
36.0,36.01,-0.00999999999999801
24.0,24.37,-0.370000000000001
45.0,44.88,0.11999999999999744
58.0,57.64,0.35999999999999943
69.0,69.0,0.0
66.0,66.0,0.0
64.0,63.99,0.00999999999999801
85.0,85.0,0.0
75.0,75.0,0.0
83.0,83.02,-0.01999999999999602
53.0,53.01,-0.00999999999999801
68.0,67.4,0.5999999999999943
82.0,82.0,0.0
47.0,45.87,1.1300000000000026
46.0,45.98,0.020000000000003126
51.0,50.89,0.10999999999999943
59.0,60.18,-1.1799999999999997
66.0,65.62,0.37999999999999545
45.0,45.2,-0.20000000000000284
59.0,58.99,0.00999999999999801
59.0,59.0,0.0
46.0,45.97,0.030000000000001137
66.0,66.0,0.0
33.0,32.84,0.1599999999999966
67.0,67.0,0.0
96.0,95.75,0.25
65.0,65.0,0.0
68.0,67.75,0.25
64.0,64.0,0.0
28.0,27.63,0.370000000000001
77.0,77.0,0.0
82.0,82.01,-0.010000000000005116
41.0,41.14,-0.14000000000000057
77.0,77.1,-0.09999999999999432
40.0,40.1,-0.10000000000000142
31.0,30.95,0.05000000000000071
35.0,34.28,0.7199999999999989
60.0,59.98,0.020000000000003126
89.0,89.01,-0.010000000000005116
51.0,51.21,-0.21000000000000085
56.0,55.83,0.1700000000000017
87.0,87.0,0.0
67.0,67.0,0.0
62.0,61.99,0.00999999999999801
72.0,71.99,0.010000000000005116
70.0,70.2,-0.20000000000000284
74.0,74.0,0.0
44.0,44.87,-0.8699999999999974
60.0,59.95,0.04999999999999716
50.0,50.01,-0.00999999999999801
26.0,23.67,2.3299999999999983
78.0,78.0,0.0
27.0,27.43,-0.4299999999999997
67.0,66.97,0.030000000000001137
59.0,59.06,-0.060000000000002274
43.0,42.76,0.240000000000002
72.0,72.0,0.0
55.0,54.75,0.25
92.0,92.0,0.0
72.0,72.0,0.0
46.0,46.13,-0.13000000000000256
86.0,86.0,0.0
74.0,74.31,-0.3100000000000023
76.0,75.51,0.4899999999999949
59.0,59.11,-0.10999999999999943
78.0,78.0,0.0
54.0,53.96,0.03999999999999915
85.0,84.9,0.09999999999999432
92.0,91.73,0.269999999999996
48.0,48.33,-0.3299999999999983
54.0,53.89,0.10999999999999943
83.0,83.0,0.0
32.0,31.71,0.28999999999999915
61.0,61.03,-0.030000000000001137
53.0,52.97,0.030000000000001137
30.0,30.12,-0.120000000000001
35.0,35.21,-0.21000000000000085
61.0,61.25,-0.25
17.0,18.98,-1.9800000000000004
49.0,48.63,0.36999999999999744
68.0,68.0,0.0
71.0,71.99,-0.9899999999999949
71.0,71.09,-0.09000000000000341
65.0,65.13,-0.12999999999999545
41.0,41.35,-0.3500000000000014
61.0,61.0,0.0
35.0,34.78,0.21999999999999886
37.0,35.95,1.0499999999999972
57.0,56.99,0.00999999999999801
41.0,41.88,-0.8800000000000026
19.0,18.7,0.3000000000000007
34.0,33.63,0.36999999999999744
78.0,77.88,0.12000000000000455
54.0,54.21,-0.21000000000000085
53.0,52.97,0.030000000000001137
79.0,79.0,0.0
29.0,31.88,-2.879999999999999
56.0,54.98,1.0200000000000031
57.0,56.98,0.020000000000003126
37.0,36.55,0.45000000000000284
94.0,93.98,0.01999999999999602
59.0,58.96,0.03999999999999915
73.0,73.0,0.0
92.0,92.0,0.0
26.0,25.56,0.4400000000000013
66.0,65.98,0.01999999999999602
61.0,61.42,-0.4200000000000017
76.0,76.11,-0.10999999999999943
74.0,73.78,0.21999999999999886
51.0,51.13,-0.13000000000000256
53.0,53.01,-0.00999999999999801
63.0,62.57,0.4299999999999997
89.0,89.0,0.0
37.0,37.61,-0.6099999999999994
51.0,50.83,0.1700000000000017
78.0,77.87,0.12999999999999545
53.0,52.84,0.1599999999999966
52.0,51.69,0.3100000000000023
63.0,63.28,-0.28000000000000114
81.0,81.01,-0.010000000000005116
65.0,64.99,0.010000000000005116
76.0,76.0,0.0
70.0,69.99,0.010000000000005116
49.0,48.89,0.10999999999999943
70.0,70.0,0.0
70.0,70.02,-0.01999999999999602
29.0,29.12,-0.120000000000001
71.0,72.07,-1.0699999999999932
38.0,37.96,0.03999999999999915
22.0,22.08,-0.0799999999999983
83.0,83.0,0.0
53.0,49.43,3.5700000000000003
81.0,81.0,0.0
56.0,56.26,-0.259999999999998
55.0,55.27,-0.2700000000000031
80.0,80.0,0.0
70.0,70.37,-0.37000000000000455
83.0,84.18,-1.1800000000000068
51.0,51.02,-0.020000000000003126
57.0,56.89,0.10999999999999943
56.0,56.0,0.0
77.0,77.0,0.0
78.0,78.0,0.0
28.0,28.3,-0.3000000000000007
36.0,35.88,0.11999999999999744
33.0,33.04,-0.03999999999999915
55.0,54.77,0.22999999999999687
28.0,34.49,-6.490000000000002
70.0,70.0,0.0
81.0,81.0,0.0
67.0,67.27,-0.269999999999996
71.0,70.95,0.04999999999999716
78.0,77.96,0.04000000000000625
64.0,64.03,-0.030000000000001137
79.0,79.0,0.0
42.0,44.28,-2.280000000000001
63.0,63.25,-0.25
96.0,95.99,0.010000000000005116
74.0,74.0,0.0
90.0,90.0,0.0
85.0,85.18,-0.18000000000000682
59.0,59.0,0.0
68.0,68.1,-0.09999999999999432
29.0,28.84,0.16000000000000014
97.0,96.12,0.8799999999999955
61.0,61.0,0.0
52.0,52.02,-0.020000000000003126
42.0,41.79,0.21000000000000085
43.0,43.23,-0.22999999999999687
25.0,24.76,0.23999999999999844
54.0,54.18,-0.17999999999999972
62.0,62.13,-0.13000000000000256
74.0,74.0,0.0
50.0,49.98,0.020000000000003126
49.0,49.02,-0.020000000000003126
68.0,68.0,0.0
85.0,85.0,0.0
75.0,75.0,0.0
47.0,46.83,0.1700000000000017
46.0,45.79,0.21000000000000085
51.0,50.87,0.13000000000000256
75.0,75.21,-0.20999999999999375
33.0,32.9,0.10000000000000142
65.0,65.0,0.0
52.0,52.05,-0.04999999999999716
31.0,32.06,-1.0600000000000023
31.0,31.06,-0.05999999999999872
28.0,31.83,-3.8299999999999983
26.0,26.6,-0.6000000000000014
30.0,30.3,-0.3000000000000007
40.0,39.97,0.030000000000001137
58.0,58.04,-0.03999999999999915
45.0,44.8,0.20000000000000284
42.0,42.31,-0.3100000000000023
69.0,69.0,0.0
53.0,57.29,-4.289999999999999
53.0,52.95,0.04999999999999716
76.0,76.03,-0.030000000000001137
39.0,38.8,0.20000000000000284
84.0,84.0,0.0
55.0,57.4,-2.3999999999999986
49.0,49.28,-0.28000000000000114
41.0,40.93,0.07000000000000028
62.0,61.96,0.03999999999999915
85.0,85.0,0.0
90.0,90.09,-0.09000000000000341
73.0,72.95,0.04999999999999716
69.0,69.0,0.0
42.0,42.49,-0.490000000000002
32.0,31.83,0.1700000000000017
72.0,72.0,0.0
20.0,20.39,-0.39000000000000057
88.0,88.0,0.0
54.0,53.95,0.04999999999999716
85.0,85.0,0.0
73.0,73.0,0.0
65.0,65.0,0.0
71.0,71.0,0.0
37.0,37.4,-0.3999999999999986
44.0,43.4,0.6000000000000014
39.0,39.45,-0.45000000000000284
36.0,36.21,-0.21000000000000085
82.0,82.0,0.0
54.0,53.69,0.3100000000000023
52.0,51.81,0.18999999999999773
74.0,74.0,0.0
63.0,62.99,0.00999999999999801
70.0,70.01,-0.010000000000005116
56.0,54.74,1.259999999999998
88.0,87.65,0.3499999999999943
75.0,75.0,0.0
21.0,21.33,-0.3299999999999983
65.0,65.0,0.0
78.0,77.94,0.060000000000002274
87.0,87.0,0.0
43.0,43.24,-0.240000000000002
67.0,67.0,0.0
41.0,40.65,0.3500000000000014
76.0,76.04,-0.04000000000000625
35.0,34.93,0.07000000000000028
78.0,78.0,0.0
34.0,33.65,0.3500000000000014
56.0,56.0,0.0
78.0,78.0,0.0
60.0,59.95,0.04999999999999716
53.0,53.02,-0.020000000000003126
64.0,64.0,0.0
23.0,22.94,0.05999999999999872
52.0,52.2,-0.20000000000000284
83.0,83.32,-0.3199999999999932
26.0,26.12,-0.120000000000001
62.0,62.08,-0.0799999999999983
71.0,71.09,-0.09000000000000341
45.0,43.04,1.9600000000000009
41.0,41.03,-0.030000000000001137
65.0,64.82,0.18000000000000682
71.0,71.0,0.0
75.0,75.0,0.0
34.0,33.52,0.4799999999999969
82.0,82.0,0.0
67.0,67.0,0.0
49.0,49.08,-0.0799999999999983
62.0,62.01,-0.00999999999999801
46.0,45.99,0.00999999999999801
51.0,51.23,-0.22999999999999687
76.0,76.0,0.0
61.0,61.0,0.0
43.0,43.19,-0.18999999999999773
46.0,46.4,-0.3999999999999986
31.0,30.73,0.2699999999999996
91.0,91.11,-0.10999999999999943
50.0,50.04,-0.03999999999999915
60.0,60.32,-0.3200000000000003
38.0,38.59,-0.5900000000000034
59.0,59.0,0.0
79.0,79.02,-0.01999999999999602
88.0,88.06,-0.060000000000002274
79.0,79.0,0.0
48.0,39.55,8.450000000000003
70.0,58.29,11.71
65.0,54.19,10.810000000000002
61.0,61.0,0.0
55.0,55.0,0.0
66.0,65.99,0.010000000000005116
64.0,64.22,-0.21999999999999886
52.0,52.16,-0.1599999999999966
51.0,51.15,-0.14999999999999858
70.0,70.7,-0.7000000000000028
69.0,68.56,0.4399999999999977
55.0,55.17,-0.1700000000000017
84.0,84.0,0.0
69.0,69.0,0.0
73.0,73.0,0.0
17.0,24.44,-7.440000000000001
26.0,26.89,-0.8900000000000006
62.0,61.83,0.1700000000000017
32.0,31.89,0.10999999999999943
61.0,61.0,0.0
80.0,80.0,0.0
76.0,76.02,-0.01999999999999602
50.0,50.45,-0.45000000000000284
28.0,31.85,-3.8500000000000014
41.0,41.19,-0.18999999999999773
67.0,67.0,0.0
88.0,87.91,0.09000000000000341
34.0,33.69,0.3100000000000023
35.0,34.55,0.45000000000000284
32.0,32.11,-0.10999999999999943
58.0,58.02,-0.020000000000003126
71.0,71.0,0.0
43.0,44.12,-1.1199999999999974
28.0,28.48,-0.4800000000000004
68.0,68.0,0.0
57.0,57.04,-0.03999999999999915
79.0,79.0,0.0
39.0,38.82,0.17999999999999972
58.0,57.74,0.259999999999998
53.0,56.94,-3.9399999999999977
64.0,63.91,0.09000000000000341
59.0,59.0,0.0
51.0,50.99,0.00999999999999801
84.0,84.0,0.0
24.0,27.6,-3.6000000000000014
53.0,53.34,-0.3400000000000034
87.0,86.98,0.01999999999999602
65.0,64.84,0.1599999999999966
86.0,86.0,0.0
47.0,47.39,-0.39000000000000057
50.0,50.04,-0.03999999999999915
94.0,94.09,-0.09000000000000341
21.0,22.53,-1.5300000000000011
75.0,74.68,0.3199999999999932
63.0,62.72,0.28000000000000114
40.0,40.37,-0.36999999999999744
67.0,66.9,0.09999999999999432
89.0,89.0,0.0
70.0,70.07,-0.06999999999999318
30.0,30.21,-0.21000000000000085
20.0,21.89,-1.8900000000000006
36.0,35.46,0.5399999999999991
92.0,92.0,0.0
51.0,50.9,0.10000000000000142
49.0,49.02,-0.020000000000003126
31.0,31.12,-0.120000000000001
52.0,51.96,0.03999999999999915
45.0,44.67,0.3299999999999983
84.0,83.48,0.519999999999996
74.0,74.19,-0.18999999999999773
88.0,88.02,-0.01999999999999602
77.0,77.0,0.0
56.0,56.25,-0.25
63.0,62.98,0.020000000000003126
31.0,32.37,-1.3699999999999974
85.0,85.0,0.0
58.0,58.0,0.0
57.0,57.35,-0.3500000000000014
29.0,28.83,0.1700000000000017
61.0,60.59,0.4099999999999966
40.0,39.64,0.35999999999999943
67.0,67.0,0.0
71.0,70.83,0.1700000000000017
89.0,89.0,0.0
28.0,28.08,-0.0799999999999983
63.0,63.06,-0.060000000000002274
76.0,76.0,0.0
50.0,50.02,-0.020000000000003126
53.0,52.99,0.00999999999999801
78.0,76.93,1.0699999999999932
57.0,57.0,0.0
50.0,49.91,0.09000000000000341
42.0,42.48,-0.4799999999999969
60.0,60.0,0.0
36.0,35.71,0.28999999999999915
65.0,63.6,1.3999999999999986
58.0,58.0,0.0
26.0,31.68,-5.68
56.0,56.07,-0.07000000000000028
62.0,62.0,0.0
24.0,24.78,-0.7800000000000011
93.0,93.02,-0.01999999999999602
80.0,79.99,0.010000000000005116
38.0,38.33,-0.3299999999999983
61.0,61.0,0.0
82.0,82.0,0.0
48.0,47.86,0.14000000000000057
73.0,73.0,0.0
73.0,71.24,1.7600000000000051
91.0,90.27,0.730000000000004
55.0,54.67,0.3299999999999983
47.0,46.9,0.10000000000000142
74.0,74.0,0.0
66.0,66.0,0.0
61.0,61.0,0.0
36.0,35.82,0.17999999999999972
92.0,92.01,-0.010000000000005116
60.0,60.15,-0.14999999999999858
66.0,66.0,0.0
84.0,84.0,0.0
65.0,64.57,0.4300000000000068
43.0,43.59,-0.5900000000000034
60.0,59.94,0.060000000000002274
66.0,65.94,0.060000000000002274
80.0,80.0,0.0
63.0,63.0,0.0
85.0,85.0,0.0
65.0,65.07,-0.06999999999999318
52.0,52.01,-0.00999999999999801
37.0,38.6,-1.6000000000000014
64.0,63.67,0.3299999999999983
56.0,56.02,-0.020000000000003126
61.0,61.0,0.0
61.0,60.89,0.10999999999999943
51.0,51.08,-0.0799999999999983
60.0,59.81,0.18999999999999773
73.0,72.98,0.01999999999999602
23.0,26.22,-3.219999999999999
28.0,31.04,-3.039999999999999
84.0,84.0,0.0
84.0,84.0,0.0
76.0,75.91,0.09000000000000341
34.0,34.02,-0.020000000000003126
37.0,56.5,-19.5
84.0,83.5,0.5
27.0,27.12,-0.120000000000001
77.0,77.0,0.0
79.0,79.0,0.0
34.0,34.64,-0.6400000000000006
72.0,72.0,0.0
58.0,58.0,0.0
55.0,55.22,-0.21999999999999886
33.0,32.84,0.1599999999999966
46.0,46.61,-0.6099999999999994
85.0,84.68,0.3199999999999932
20.0,23.12,-3.120000000000001
59.0,59.0,0.0
47.0,47.06,-0.060000000000002274
72.0,71.74,0.2600000000000051
79.0,79.0,0.0
39.0,38.98,0.020000000000003126
85.0,85.0,0.0
26.0,25.57,0.4299999999999997
76.0,76.0,0.0
67.0,67.0,0.0
60.0,60.0,0.0
76.0,76.0,0.0
79.0,79.0,0.0
39.0,39.06,-0.060000000000002274
75.0,75.0,0.0
57.0,57.12,-0.11999999999999744
49.0,49.28,-0.28000000000000114
52.0,51.97,0.030000000000001137
23.0,23.51,-0.5100000000000016
77.0,77.0,0.0
45.0,45.27,-0.2700000000000031
43.0,43.59,-0.5900000000000034
66.0,65.97,0.030000000000001137
75.0,75.0,0.0
67.0,67.0,0.0
59.0,61.59,-2.5900000000000034
81.0,81.01,-0.010000000000005116
87.0,87.0,0.0
65.0,64.78,0.21999999999999886
56.0,56.01,-0.00999999999999801
82.0,82.0,0.0
71.0,71.0,0.0
79.0,46.91,32.09
84.0,84.0,0.0
64.0,64.0,0.0
65.0,65.0,0.0
83.0,83.0,0.0
59.0,58.59,0.4099999999999966
61.0,61.22,-0.21999999999999886
64.0,64.03,-0.030000000000001137
51.0,51.6,-0.6000000000000014
47.0,47.55,-0.5499999999999972
35.0,34.9,0.10000000000000142
61.0,61.0,0.0
64.0,63.74,0.259999999999998
42.0,41.94,0.060000000000002274
45.0,45.48,-0.4799999999999969
52.0,51.88,0.11999999999999744
54.0,49.11,4.890000000000001
43.0,43.25,-0.25
70.0,70.55,-0.5499999999999972
60.0,59.9,0.10000000000000142
33.0,32.94,0.060000000000002274
65.0,64.91,0.09000000000000341
68.0,68.02,-0.01999999999999602
13.0,20.53,-7.530000000000001
43.0,42.73,0.2700000000000031
49.0,49.21,-0.21000000000000085
44.0,44.02,-0.020000000000003126
73.0,73.0,0.0
56.0,55.55,0.45000000000000284
82.0,82.0,0.0
76.0,76.0,0.0
42.0,42.24,-0.240000000000002
50.0,49.89,0.10999999999999943
31.0,31.01,-0.010000000000001563
96.0,90.33,5.670000000000002
63.0,62.78,0.21999999999999886
81.0,81.0,0.0
31.0,31.12,-0.120000000000001
55.0,54.83,0.1700000000000017
51.0,50.91,0.09000000000000341
30.0,30.16,-0.16000000000000014
85.0,84.79,0.20999999999999375
22.0,23.4,-1.3999999999999986
51.0,48.97,2.030000000000001
44.0,44.39,-0.39000000000000057
59.0,59.01,-0.00999999999999801
64.0,46.41,17.590000000000003
